"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. . "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. hydrochlorothiazide. this classification denotes a thiazide diuretic with the molecular formula c7h8cln3o4s2, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 0j48lph2th, chemically known as 6-chloro-7-sulfamoyl-2h-1,2,4-benzothiadiazine 1,1-dioxide but generally known as hydrochlorothiazide, which bears us nih compound identifier 2720. european medicines agency schedules hydrochlorothiazide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub08062mig. the term hydrochlorothiazide is an international non-proprietary name or inn (see who inn reference publication, volume 16, no. 3 1962, list 4). world health organization schedules hydrochlorothiazide in its anatomical therapeutic chemical (atc) classification. hydrochlorothiazide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule hydrochlorothiazide under hs 29350090 and sitc 51580. as of q4 2014, hydrochlorothiazide remains the us fda preferred term for this commodity. hydrochlorothiazide bears us nlm identifiers umls id c0020261 and nci concept code c29098. smiles: clc1c(s(=o)(=o)n)cc2s(=o)(=o)n=cnc2c1.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. hydroflumethiazide. this classification denotes a thiazide diuretic with the molecular formula c8h8f3n3o4s2, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 501cfl162r, chemically known as benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)- but generally known as hydroflumethiazide, which bears us nih compound identifier 3440. european medicines agency schedules hydroflumethiazide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub08067mig. the term hydroflumethiazide is an international non-proprietary name or inn (see who inn reference publication, volume 16, no. 3 1962, list 4). world health organization schedules hydroflumethiazide in its anatomical therapeutic chemical (atc) classification. hydroflumethiazide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule hydroflumethiazide under hs 29350090 and sitc 51580. as of q4 2014, hydroflumethiazide remains the us fda preferred term for this commodity. hydroflumethiazide bears us nlm identifiers umls id c0020273 and nci concept code c47557. smiles: clc1c(s(=o)(=o)n)cc(c(ncc2occc2)c1)c(=o)o.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. isosorbide. this classification denotes a vasodilating agent with the molecular formula c6h10o4, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier wxr179l51s, chemically known as 1,4-dianhydrosorbitol but generally known as isosorbide, which bears us nih compound identifier 12597. european medicines agency schedules isosorbide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub08334mig. the term isosorbide is an international non-proprietary name or inn (see who inn reference publication, volume 4, no. 3 1990, list 30). isosorbide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule isosorbide under hs 29329985 and sitc 51569. as of q4 2014, isosorbide remains the us fda preferred term for this commodity. isosorbide bears us nlm identifiers umls id c0022251 and nci concept code c60773. smiles: o1c2c(occ2o)c(o)c1.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. methyclothiazide. this classification denotes a thiazide diuretic with the molecular formula c9h11cl2n3o4s2, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier l3h46uac61, chemically known as 6-chloro-3-(chloromethyl)-3,4-dihydro-2-methyl-2h-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide but generally known as methyclothiazide, which bears us nih compound identifier 4121. european medicines agency schedules methyclothiazide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub08861mig. the term methyclothiazide is an international non-proprietary name or inn (see who inn reference publication, volume 19 1975, list 5). world health organization schedules methyclothiazide in its anatomical therapeutic chemical (atc) classification. methyclothiazide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule methyclothiazide under hs 29350090 and sitc 51580. as of q4 2014, methyclothiazide remains the us fda preferred term for this commodity. methyclothiazide bears us nlm identifiers umls id c0025696 and nci concept code c47614. smiles: clcc1n(s(=o)(=o)c2c(n1)cc(cl)c(s(=o)(=o)n)c2)c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. pamabrom. this classification denotes a diuretic with the molecular formula c7h7brn4o2.c4h11no, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier ua8u0kjm72, chemically known as 8-bromo-3,7-dihydro-1,3-dimethyl-1h-purine-2,6-dione compound with 2-amino-2-methyl-1-propanol (1:1) but generally known as pamabrom, which bears us nih compound identifier 11806. european medicines agency schedules pamabrom in its extended eudravigilance medicinal product dictionary or xevmpd under index sub14745mig. as of q4 2014, pamabrom remains the us fda preferred term for this commodity. pamabrom bears us nlm identifiers umls id c0135166 and nci concept code c81076. smiles: brc1[nh]c2c(n(c(=o)n(c2=o)c)c)n1.occ(n)(c)c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. polythiazide. this classification denotes a thiazide diuretic with the molecular formula c11h13clf3n3o4s3, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 36780apv5n, chemically known as 6-chloro-3,4-dihydro-2-methyl-7-sulphamoyl-3-(2,2,2-trifluoroethylthiomethyl)-2h-benzo-1,2,4-thiadiazine 1,1-dioxide but generally known as polythiazide, which bears us nih compound identifier 4870. european medicines agency schedules polythiazide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub09976mig. the term polythiazide is an international non-proprietary name or inn (see who inn reference publication, volume 19 1975, list 5). world health organization schedules polythiazide in its anatomical therapeutic chemical (atc) classification. polythiazide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule polythiazide under hs 29350090 and sitc 51580. as of q4 2014, polythiazide remains the us fda preferred term for this commodity. polythiazide bears us nlm identifiers umls id c0032613 and nci concept code c47676. smiles: cn1c(nc2=cc(=c(c=c2s1(=o)=o)s(=o)(=o)n)cl)cscc(f)(f)f.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. urea osmotic diuretic. this classification denotes an osmotic diuretic with the molecular formula ch4n2o, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 8w8t17847w, chemically known as urea, homopolymer but generally known as carbamide, which bears us nih compound identifier 1176. carbamide most often comes in base, perhydrate, peroxide, phenylacetate, and resin forms. european medicines agency schedules urea in its extended eudravigilance medicinal product dictionary or xevmpd under index sub15662mig. world health organization schedules carbamide in its anatomical therapeutic chemical (atc) classification. smiles: o=c(n)n.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. amisometradine. this classification denotes a diuretic with the molecular formula c9h13n3o2, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier 30973n61zf, chemically known as 2,4(1h,3h)-pyrimidinedione, 6-amino-3-methyl-1-(2-methyl-2-propenyl)- (9ci) but generally known as amisometradine, which bears us nih compound identifier 11071. european medicines agency schedules amisometradine in its extended eudravigilance medicinal product dictionary or xevmpd under index sub05457mig. the term amisometradine is an international non-proprietary name or inn (see who inn reference publication, volume 13, no. 12, 1959, list 3). amisometradine is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule amisometradine under hs 29335995 and sitc 51576. as of q4 2014, amisometradine remains the us fda preferred term for this commodity. amisometradine bears us nlm identifiers umls id c0301545 and nci concept code c76646. smiles: o=c1n(cc(=c)c)c(n)cc(=o)n1c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. aditeren. this classification denotes a diuretic with the molecular formula c13h17n5o2, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier l4f80m873g, chemically known as 2,4-diamino-5-(4-amino-3,5-dimethoxybenzyl)pyrimidine but generally known as aditeren, which bears us nih compound identifier 176875. european medicines agency schedules aditeren in its extended eudravigilance medicinal product dictionary or xevmpd under index sub05274mig. the term aditeren is an international non-proprietary name or inn (see who inn reference publication, volume 35, no. 5 1981, list 21). aditeren is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule aditeren under hs 29335995 and sitc 51576. as of q4 2014, aditeren remains the us fda preferred term for this commodity. aditeren bears us nlm identifiers umls id c2700367 and nci concept code c74259. smiles: o(c1cc(cc2c(nc(nc2)n)n)cc(oc)c1n)c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. alipamide. this classification denotes a diuretic with the molecular formula c9h12cln3o3s, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier pe8925k9ey, chemically known as 4-chloro-3-sulfamoylbenzoic acid 2,2-dimethylhydrazide but generally known as alipamide, which bears us nih compound identifier 18520. european medicines agency schedules alipamide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub05331mig. the term alipamide is an international non-proprietary name or inn (see who inn reference publication, volume 22, no. 10, 1968, list 8). alipamide is scheduled in the u.s. international trade commissions harmonized tariff system (hts) pharmaceutical appendix. most nations schedule alipamide under hs 29350090 and sitc 51580. as of q4 2014, alipamide remains the us fda preferred term for this commodity. alipamide bears us nlm identifiers umls id c2825440 and nci concept code c81071. smiles: clc1c(s(=o)(=o)n)cc(cc1)c(=o)nn(c)c.. "
"diuretics. this classification denotes agents or substances that promote excretion of urine by influencing human kidney function, commonly known as diuretics. the major diuretic types include osmotic (diuretics that increase urine volume by increasing osmotically-active urine solute); potassium sparing (diuretics that limit potassium secretion in urine); sodium chloride symporter inhibitors; and sodium potassium chloride symporter inhibitors. diuretics, that is, operate by stimulating he nervous system, by alleviating kidney congestion, by increasing blood pressure, or by increasing or improving liquid transport.. althiazide or altizide. this classification denotes a thiazide diuretic with the molecular formula c11h14cln3o4s3, a preparation that us fda regulates as an active ingredient or moiety under unique ingredient identifier gi8cb72b0d, chemically known as 6-chloro-3,4-dihydro-3-((2-propenylthio)methyl)-2h-1,2,4-benzothiadiazine-7-sulfonamide but generally known as althiazide, which bears us nih compound identifier 2122. european medicines agency schedules althiazide in its extended eudravigilance medicinal product dictionary or xevmpd under index sub05379mig. althiazide or altizide bears us nlm identifiers umls id c0051500 and nci concept code c80838. smiles: c=ccscc1nc2=cc(=c(c=c2s(=o)(=o)n1)s(=o)(=o)n)cl.. "
